Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
280000,1.3108212,0.32594377,17.575521,2595.6,46.68067533373833,23.340337666869164,1045.9277975559235,1.0
290000,1.2950222,0.45076147,19.323185,3036.0,53.72592771053314,26.86296385526657,1324.1837635040283,1.0
300000,1.3023303,0.4879567,19.390583,1593.25,17.556147506460547,8.778073753230274,631.2310786247253,1.0
310000,1.2821397,0.62802905,20.551884,4287.5,88.64229338802397,44.321146694011986,1785.8324582576752,1.0
320000,1.2728705,0.6546536,20.451073,2356.0,57.528597354888916,28.764298677444458,947.11399102211,1.0
330000,1.2953612,0.7778153,21.339037,4036.25,89.19254439257202,44.59627219628601,1668.2452454566956,1.0
340000,1.2838223,0.8676637,22.069157,3087.0,58.38239544630051,29.191197723150253,1306.502494931221,1.0
350000,1.321702,0.8789263,22.701494,2079.0,36.91732805967331,18.458664029836655,858.391148686409,1.0
360000,1.285116,0.9192769,22.696264,2803.3333333333335,67.93912916292902,33.96956458146451,1166.0946644941966,1.0
370000,1.3261416,1.060571,24.01701,4999.0,82.48472617884788,41.24236308942394,1443.990475098292,1.0
380000,1.3243363,1.0430654,23.63329,3687.0,96.42905955424067,48.21452977712033,1539.2947957118351,1.0
390000,1.4061961,1.2063257,25.438614,4999.0,144.99999209970701,72.49999604985351,2093.560164451599,1.0
400000,1.455664,1.2694111,26.177902,4999.0,122.7499923966825,61.37499619834125,2063.32586145401,1.0
410000,1.5454705,1.316298,27.00563,4963.0,130.50718992948532,65.25359496474266,2045.633768081665,1.0
420000,1.5760552,1.4316561,28.34496,4999.0,176.49999523162842,88.24999761581421,2240.3160190582275,1.0
430000,1.5966955,1.52593,29.40895,4999.0,159.16666012913143,79.58333006456571,2201.7660942475,1.0
440000,1.6768322,1.6286547,31.023722,4999.0,170.99999487400055,85.49999743700027,2201.40304851532,1.0
450000,1.6686931,1.664504,31.672295,4999.0,163.49999284744263,81.74999642372131,2133.9166960716248,1.0
460000,1.6806949,1.7015789,32.71715,4999.0,191.24999554999522,95.62499777499761,2180.4323051571846,1.0
470000,1.6564924,1.7376262,32.716953,4999.0,182.9999967199595,91.49999835997976,2207.5812220573425,1.0
480000,1.6722406,1.7955062,33.102768,4999.0,194.66666320781223,97.33333160390612,2187.3030775388083,1.0
490000,1.64934,1.7658894,33.50012,2574.5,87.98489582538605,43.992447912693024,1053.0580352544785,1.0
500000,1.6576179,1.811816,33.69678,4999.0,208.249996393919,104.1249981969595,2109.5592000484467,1.0
510000,1.6890649,1.8115269,34.227768,4999.0,198.99999597400893,99.49999798700446,2091.258948802948,1.0
520000,1.6838298,1.826782,33.8809,4999.0,201.49999442428816,100.74999721214408,2069.354135990143,1.0
530000,1.6856,1.834897,33.944557,4999.0,191.1666664770261,95.58333323851305,1947.2795909245808,1.0
540000,1.6952245,1.86899,33.8207,4999.0,193.4999980601715,96.74999903008575,1818.634777545929,1.0
550000,1.7023238,1.869594,33.869835,4999.0,193.99999660253525,96.99999830126762,1764.280795097351,1.0
560000,1.6900811,1.8855993,33.687588,4999.0,196.62499994717655,98.31249997358827,1817.015347480774,1.0
570000,1.6969118,1.8949653,33.78535,4999.0,195.33333443512674,97.66666721756337,1796.5061781406403,1.0
580000,1.703902,1.876375,33.809464,4999.0,192.6666653228846,96.3333326614423,1769.2662065029144,1.0
590000,1.7034153,1.8558632,33.667206,4999.0,191.49999970197678,95.74999985098839,1695.009209394455,1.0
600000,1.6865479,1.8727334,33.869995,4999.0,192.50000049039954,96.25000024519977,1661.0058509111404,1.0
610000,1.7103364,1.9017268,33.97145,None,192.50000044435728,96.25000022217864,1701.4346761703491,1.0
620000,1.6899269,1.9283115,34.14031,4999.0,198.49999713897705,99.24999856948853,1806.7185726165771,1.0
630000,1.6945026,1.9071815,34.227272,4999.0,189.49999985913746,94.74999992956873,1750.484627644221,1.0
640000,1.7007595,1.9462589,34.435093,4999.0,192.50000104040373,96.25000052020187,1722.5692248344421,1.0
650000,1.6979083,1.9632242,34.639713,4999.0,191.50000115961302,95.75000057980651,1727.1078186035156,1.0
660000,1.6475168,1.9496586,34.227776,4339.4,167.83191938942764,83.91595969471382,1582.0702957630158,1.0
670000,1.6524612,1.9802431,34.556507,4999.0,191.99999693850987,95.99999846925493,1884.2800065676372,1.0
680000,1.6179277,2.0272696,34.664597,4999.0,197.16666738013737,98.58333369006868,1907.723490079244,1.0
690000,1.5962836,2.0501053,35.11897,4999.0,192.49998950958252,96.24999475479126,1828.048108100891,1.0
700000,1.4723879,1.9840695,34.34035,3600.25,135.15474874459323,67.57737437229662,1364.1936765909195,1.0
710000,1.5493546,2.0343883,34.994373,4999.0,188.49999841779936,94.24999920889968,1967.6879107952118,1.0
