Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
20000,2.1879215,0.1457785,-0.5231168,150.0,-4.513534374535084,-2.256767187267542,0.0,1.0
30000,2.1765368,-0.058221895,-0.4897077,150.0,-4.030200977623463,-2.0151004888117314,13.413673615455627,1.0
40000,2.1767454,-0.13761538,-0.117395766,150.0,-4.530201016366481,-2.2651005081832407,16.760258797804514,1.0
50000,2.17256,-0.21318133,0.24154335,150.0,-4.355200979858637,-2.1776004899293184,12.906513312458992,1.0
60000,2.1661887,-0.3098029,0.59837085,150.0,-4.646867690980434,-2.323433845490217,10.82415455132723,1.0
70000,2.1613803,-0.40137836,0.8596421,150.0,-4.980200980603695,-2.4901004903018475,9.14624462922414,1.0
80000,2.1349938,-0.51041245,0.9607796,150.0,-4.492700967937708,-2.246350483968854,8.153890378028155,1.0
90000,2.104441,-0.56325257,1.1863213,150.0,-4.180200816690922,-2.090100408345461,7.01290469566981,1.0
100000,2.0712965,-0.6224395,1.3160447,150.0,-3.9468673254052797,-1.9734336627026399,6.524133528272311,1.0
110000,2.0338645,-0.63683194,1.385458,150.0,-3.982255498636259,-1.9911277493181294,5.888662289777031,1.0
120000,1.9705974,-0.7019065,1.4682456,150.0,-3.440648374050411,-1.7203241870252055,5.6738415477213575,1.0
130000,1.9207783,-0.70993984,1.5849712,150.0,-3.363533902664979,-1.6817669513324895,5.166402548303207,1.0
140000,1.8466948,-0.7239058,1.5951936,150.0,-2.760969603749422,-1.380484801874711,5.651908969420653,1.0
150000,1.7768654,-0.6880913,1.6044533,150.0,-2.79686702221632,-1.39843351110816,5.750679731269678,1.0
160000,1.7034919,-0.66494673,1.8168819,150.0,-2.413533571238319,-1.2067667856191595,7.992792227740089,1.0
170000,1.6520013,-0.59926176,2.0634685,150.0,-3.130200306326151,-1.5651001531630755,10.434066196531058,1.0
180000,1.5480429,-0.48597303,2.3676782,150.0,-3.4177003891207276,-1.7088501945603638,11.807571733091027,1.0
190000,1.4782381,-0.489498,2.944148,155.76666666666668,-3.373020370056232,-1.686510185028116,14.970165705184142,1.0
200000,1.3837053,-0.50442374,3.4884272,156.8985507246377,-3.4578711185604334,-1.7289355592802167,17.391547974555152,1.0
210000,1.2466178,-0.48700985,4.216867,164.19642857142858,-3.5420006005126132,-1.7710003002563066,20.279400572638238,1.0
220000,1.1962478,-0.62815404,4.844722,187.14814814814815,-3.1580005337104753,-1.5790002668552376,32.27726577643167,1.0
230000,1.019942,-0.6310814,5.8270802,202.93023255813952,-2.005902801878577,-1.0029514009392886,35.60799285474905,1.0
240000,0.9553942,-0.5094381,7.418067,285.6296296296296,-2.446215440346687,-1.2231077201733436,77.55476821607186,1.0
