Steps,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Policy/Entropy,Is Training
1000000,0.97222614,2.8333433,477.6666666666667,10.612599166731039,5.3062995833655195,142.59043837989157,0.2079238,0.01720964,0.00029403623,0.73966753,0.25431308,0.7271448,0.59894985,1.0
1010000,0.837511,2.8070385,497.85714285714283,11.804989646410657,5.902494823205329,168.57444397533047,0.24007162,0.02385069,0.00029397476,0.75588226,0.26101214,0.7205402,0.7143459,1.0
1020000,0.74903256,2.8277504,443.3,9.736139185726643,4.868069592863321,132.1431358974427,0.19545572,0.024398455,0.00029391324,0.7606686,0.26506892,0.71914595,0.5405605,1.0
1030000,0.60074615,2.262893,492.4074074074074,8.438354712945443,4.219177356472722,143.42021674724916,0.20212172,0.03358833,0.00029385035,0.7453814,0.26036128,0.7292426,0.5399892,1.0
1040000,0.81915665,2.6394112,448.0,7.383883093532763,3.6919415467663814,134.29976367303416,0.16575459,0.02647417,0.00029378856,0.7250569,0.2488291,0.7306999,0.58501226,1.0
1050000,0.78939,2.9142811,486.35,6.87752895206213,3.438764476031065,135.8886810389231,0.25242922,0.024559481,0.00029372686,0.7933652,0.28028014,0.7123352,0.5970907,1.0
1060000,0.68652266,2.7550046,459.2173913043478,9.769453991543163,4.884726995771581,140.6366203219037,0.19828591,0.01869878,0.00029366525,0.791139,0.2795435,0.7120119,0.5950406,1.0
1070000,0.75570905,2.6377168,441.5,7.492736124678662,3.746368062339331,129.97229547288856,0.22446723,0.026705682,0.00029360235,0.75092995,0.25748563,0.72151905,0.5358945,1.0
1080000,0.59683055,2.3869174,517.9230769230769,9.780829642827694,4.890414821413847,161.71041634132584,0.19853133,0.023244241,0.00029354,0.7370349,0.2541637,0.73002017,0.5467185,1.0
1090000,0.7639301,2.7137554,499.5882352941176,6.664587087490979,3.3322935437454895,144.7396513753954,0.21581842,0.025655294,0.0002934781,0.7334201,0.2526204,0.72818905,0.5469434,1.0
1100000,0.69789064,2.6817412,477.5238095238095,11.070961128210737,5.535480564105368,164.0332101140881,0.1755126,0.025966574,0.00029341664,0.7365717,0.25539836,0.72811997,0.587141,1.0
1110000,0.70082563,2.579971,436.84,7.223265929768483,3.6116329648842416,125.61201056092978,0.21773699,0.030455448,0.00029335447,0.74816686,0.26244992,0.7248072,0.4969719,1.0
1120000,0.64780444,2.479306,498.8636363636364,7.793607875056889,3.8968039375284445,134.7703895287831,0.22460222,0.024102492,0.0002932929,0.7509658,0.26393425,0.7275641,0.5261407,1.0
1130000,0.7011053,2.5960748,451.6190476190476,6.994232466444373,3.4971162332221866,115.65540262759896,0.16895245,0.022527138,0.0002932307,0.72325003,0.24297085,0.73007804,0.508325,1.0
1140000,0.85098153,2.7909508,467.89473684210526,9.362117616967721,4.6810588084838605,134.43833701119928,0.19337723,0.022274792,0.0002931691,0.75006664,0.2548351,0.71917784,0.59846437,1.0
1150000,0.7266805,2.7538204,462.7083333333333,10.635390248318965,5.317695124159482,146.30609020116654,0.18908247,0.016946256,0.00029310756,0.7517341,0.25989133,0.71930665,0.55454695,1.0
1160000,0.582482,2.1843798,471.0,8.49874730421989,4.249373652109945,124.8171073542563,0.20369624,0.024340857,0.0002930448,0.70755005,0.24188195,0.7393038,0.5061886,1.0
1170000,0.819939,2.685796,472.4117647058824,12.026811904623173,6.013405952311587,158.9955960639054,0.19106525,0.014798428,0.0002929832,0.74118096,0.25685152,0.7254404,0.5246846,1.0
1180000,0.7260083,2.458002,484.2916666666667,9.106526469642466,4.553263234821233,137.42655991997825,0.2408403,0.02116216,0.00029292106,0.7306196,0.2518957,0.72937405,0.47385105,1.0
1190000,0.85520726,2.3722444,396.5,9.124552304253859,4.5622761521269295,130.0411913821145,None,None,None,None,None,None,0.45510635,1.0
1200000,0.8192401,2.620859,503.3,7.4241392150521275,3.7120696075260637,128.12225143128308,0.2257531,0.02532704,0.0002928589,0.71092725,0.24402553,0.7388543,0.5472545,1.0
1210000,0.84360874,2.9682493,480.9047619047619,11.641713556789217,5.820856778394608,153.5333829035406,0.21292067,0.025991356,0.000292796,0.74364305,0.25957128,0.72713894,0.5465658,1.0
1220000,0.6438011,2.344055,459.56,8.607887279987334,4.303943639993667,137.9706607708009,0.21904801,0.025557252,0.00029273395,0.7787691,0.27483842,0.7159364,0.48936328,1.0
1230000,0.8740414,2.7077012,448.85,8.610029257833958,4.305014628916979,141.9462358918914,0.18315937,0.024285631,0.00029267222,0.7058707,0.23766446,0.73608506,0.4935643,1.0
1240000,0.7488965,2.7325153,539.0434782608696,11.435468934152437,5.717734467076219,145.30918950488305,0.18287031,0.02167389,0.00029261023,0.76942337,0.26937395,0.7186756,0.5892409,1.0
1250000,0.85838497,2.7127137,416.89473684210526,8.916420400730873,4.4582102003654365,125.53760484489612,0.20375668,0.024113806,0.00029254748,0.766529,0.26576915,0.7187415,0.5127728,1.0
1260000,0.7867661,2.5610628,422.8888888888889,10.026332721666053,5.013166360833027,131.4113483183017,0.16927026,0.030772336,0.00029248593,0.7561264,0.261074,0.72028244,0.48808402,1.0
1270000,0.7775516,2.536041,495.6111111111111,10.761788038743866,5.380894019371933,134.23563260211893,0.1669624,0.024245912,0.00029242426,0.7548721,0.26716644,0.72611785,0.44555387,1.0
